frame_no,rel_time,src,dst,srcport,dstport,proto,length,tcp_stream,seq,ack,win,flags,is_retx,is_ooo,is_ka,is_zerowin,opcua_type,opcua_service,opcua_reqid,opcua_seq,opcua_chunk
3193,2025-08-12 15:33:45.264642,192.168.159.241,192.168.159.198,63152,4840,TCP,171,107,497,11193,65535,,0,0,0,0,,,,,
3194,2025-08-12 15:33:45.282884,192.168.159.198,192.168.159.241,4840,63152,TCP,106,107,11193,614,8192,,0,0,0,0,,,,,
3195,2025-08-12 15:33:45.290810,192.168.159.241,192.168.159.198,63152,4840,TCP,200,107,614,11245,65483,,0,0,0,0,,,,,
3196,2025-08-12 15:33:45.418379,192.168.159.198,192.168.159.241,4840,63152,TCP,106,107,11245,760,8192,,0,0,0,0,,,,,
3197,2025-08-12 15:33:45.418525,192.168.159.241,192.168.159.198,63152,4840,TCP,117,107,760,11297,65431,,0,0,0,0,,,,,
3198,2025-08-12 15:33:45.421871,192.168.159.241,192.168.159.198,63152,4840,TCP,111,107,823,11297,65431,,0,0,0,0,,,,,
3199,2025-08-12 15:33:45.423941,192.168.159.241,192.168.159.198,63153,4840,TCP,66,108,0,0,65535,,0,0,0,0,,,,,
3200,2025-08-12 15:33:45.429206,192.168.159.198,192.168.159.241,4840,63152,TCP,60,107,11297,881,8135,,0,0,0,0,,,,,
3201,2025-08-12 15:33:45.436333,192.168.159.198,192.168.159.241,4840,63153,TCP,60,108,0,1,8192,,0,0,0,0,,,,,
3202,2025-08-12 15:33:45.436510,192.168.159.241,192.168.159.198,63153,4840,TCP,54,108,1,1,65535,,0,0,0,0,,,,,
3203,2025-08-12 15:33:45.439005,192.168.159.241,192.168.159.198,63153,4840,TCP,116,108,1,1,65535,,0,0,0,0,,,,,
3204,2025-08-12 15:33:45.439189,192.168.159.198,192.168.159.241,4840,63152,TCP,106,107,11297,881,8135,,0,0,0,0,,,,,
3205,2025-08-12 15:33:45.439287,192.168.159.241,192.168.159.198,63152,4840,TCP,54,107,881,11349,0,,0,0,0,0,,,,,
3206,2025-08-12 15:33:45.494110,192.168.159.198,192.168.159.241,4840,63153,TCP,82,108,1,63,8192,,0,0,0,0,,,,,
3207,2025-08-12 15:33:45.496799,192.168.159.241,192.168.159.198,63153,4840,TCP,187,108,63,29,65507,,0,0,0,0,,,,,
3208,2025-08-12 15:33:45.507121,192.168.159.198,192.168.159.241,4840,63153,TCP,190,108,29,196,8192,,0,0,0,0,,,,,
3209,2025-08-12 15:33:45.509315,192.168.159.241,192.168.159.198,63153,4840,TCP,355,108,196,165,65371,,0,0,0,0,,,,,
3210,2025-08-12 15:33:45.630306,192.168.159.198,192.168.159.241,4840,63153,TCP,1514,108,165,497,8192,,0,0,0,0,,,,,
3211,2025-08-12 15:33:45.632304,192.168.159.198,192.168.159.241,4840,63153,TCP,1514,108,1625,497,8192,,0,0,0,0,,,,,
3212,2025-08-12 15:33:45.632338,192.168.159.241,192.168.159.198,63153,4840,TCP,54,108,497,3085,65535,,0,0,0,0,,,,,
3213,2025-08-12 15:33:45.635295,192.168.159.198,192.168.159.241,4840,63153,TCP,1514,108,3085,497,8192,,0,0,0,0,,,,,
3214,2025-08-12 15:33:45.635295,192.168.159.198,192.168.159.241,4840,63153,TCP,1514,108,4545,497,8192,,0,0,0,0,,,,,
3215,2025-08-12 15:33:45.635329,192.168.159.241,192.168.159.198,63153,4840,TCP,54,108,497,6005,65535,,0,0,0,0,,,,,
3216,2025-08-12 15:33:45.638310,192.168.159.198,192.168.159.241,4840,63153,TCP,1514,108,6005,497,8192,,0,0,0,0,,,,,
3217,2025-08-12 15:33:45.640198,192.168.159.198,192.168.159.241,4840,63153,TCP,946,108,7465,497,8192,,0,0,0,0,,,,,
3218,2025-08-12 15:33:45.640241,192.168.159.241,192.168.159.198,63153,4840,TCP,54,108,497,8357,65535,,0,0,0,0,,,,,
3219,2025-08-12 15:33:45.645313,192.168.159.198,192.168.159.241,4840,63153,TCP,1514,108,8357,497,8192,,0,0,0,0,,,,,
3220,2025-08-12 15:33:45.648294,192.168.159.198,192.168.159.241,4840,63153,TCP,1430,108,9817,497,8192,,0,0,0,0,,,,,
3221,2025-08-12 15:33:45.648356,192.168.159.241,192.168.159.198,63153,4840,TCP,54,108,497,11193,65535,,0,0,0,0,,,,,
3222,2025-08-12 15:33:45.651497,192.168.159.241,192.168.159.198,63153,4840,TCP,171,108,497,11193,65535,,0,0,0,0,,,,,
3223,2025-08-12 15:33:45.669171,192.168.159.198,192.168.159.241,4840,63153,TCP,106,108,11193,614,8192,,0,0,0,0,,,,,
3224,2025-08-12 15:33:45.672349,192.168.159.241,192.168.159.198,63153,4840,TCP,197,108,614,11245,65483,,0,0,0,0,,,,,
3225,2025-08-12 15:33:45.797216,192.168.159.198,192.168.159.241,4840,63153,TCP,106,108,11245,757,8192,,0,0,0,0,,,,,
3226,2025-08-12 15:33:45.797367,192.168.159.241,192.168.159.198,63153,4840,TCP,117,108,757,11297,65431,,0,0,0,0,,,,,
3227,2025-08-12 15:33:45.801403,192.168.159.241,192.168.159.198,63153,4840,TCP,111,108,820,11297,65431,,0,0,0,0,,,,,
3228,2025-08-12 15:33:45.803860,192.168.159.241,192.168.159.198,63154,4840,TCP,66,109,0,0,65535,,0,0,0,0,,,,,
3229,2025-08-12 15:33:45.813409,192.168.159.198,192.168.159.241,4840,63153,TCP,60,108,11297,878,8135,,0,0,0,0,,,,,
3230,2025-08-12 15:33:45.816100,192.168.159.198,192.168.159.241,4840,63154,TCP,60,109,0,1,8192,,0,0,0,0,,,,,
3231,2025-08-12 15:33:45.816311,192.168.159.241,192.168.159.198,63154,4840,TCP,54,109,1,1,65535,,0,0,0,0,,,,,
3232,2025-08-12 15:33:45.818217,192.168.159.198,192.168.159.241,4840,63153,TCP,106,108,11297,878,8135,,0,0,0,0,,,,,
3233,2025-08-12 15:33:45.818302,192.168.159.241,192.168.159.198,63153,4840,TCP,54,108,878,11349,0,,0,0,0,0,,,,,
3234,2025-08-12 15:33:45.818426,192.168.159.241,192.168.159.198,63154,4840,TCP,116,109,1,1,65535,,0,0,0,0,,,,,
3235,2025-08-12 15:33:45.875386,192.168.159.198,192.168.159.241,4840,63154,TCP,82,109,1,63,8192,,0,0,0,0,,,,,
3236,2025-08-12 15:33:45.879044,192.168.159.241,192.168.159.198,63154,4840,TCP,187,109,63,29,65507,,0,0,0,0,,,,,
3237,2025-08-12 15:33:45.894150,192.168.159.198,192.168.159.241,4840,63154,TCP,190,109,29,196,8192,,0,0,0,0,,,,,
3238,2025-08-12 15:33:45.899058,192.168.159.241,192.168.159.198,63154,4840,TCP,355,109,196,165,65371,,0,0,0,0,,,,,
3239,2025-08-12 15:33:46.016300,192.168.159.198,192.168.159.241,4840,63154,TCP,1514,109,165,497,8192,,0,0,0,0,,,,,
3240,2025-08-12 15:33:46.017297,192.168.159.198,192.168.159.241,4840,63154,TCP,1514,109,1625,497,8192,,0,0,0,0,,,,,
3241,2025-08-12 15:33:46.017344,192.168.159.241,192.168.159.198,63154,4840,TCP,54,109,497,3085,65535,,0,0,0,0,,,,,
3242,2025-08-12 15:33:46.019264,192.168.159.198,192.168.159.241,4840,63154,TCP,1514,109,3085,497,8192,,0,0,0,0,,,,,
3243,2025-08-12 15:33:46.019264,192.168.159.198,192.168.159.241,4840,63154,TCP,1514,109,4545,497,8192,,0,0,0,0,,,,,
3244,2025-08-12 15:33:46.019303,192.168.159.241,192.168.159.198,63154,4840,TCP,54,109,497,6005,65535,,0,0,0,0,,,,,
3245,2025-08-12 15:33:46.022177,192.168.159.198,192.168.159.241,4840,63154,TCP,1514,109,6005,497,8192,,0,0,0,0,,,,,
3246,2025-08-12 15:33:46.022177,192.168.159.198,192.168.159.241,4840,63154,TCP,946,109,7465,497,8192,,0,0,0,0,,,,,
3247,2025-08-12 15:33:46.022218,192.168.159.241,192.168.159.198,63154,4840,TCP,54,109,497,8357,65535,,0,0,0,0,,,,,
3248,2025-08-12 15:33:46.030237,192.168.159.198,192.168.159.241,4840,63154,TCP,1514,109,8357,497,8192,,0,0,0,0,,,,,
3249,2025-08-12 15:33:46.032190,192.168.159.198,192.168.159.241,4840,63154,TCP,1430,109,9817,497,8192,,0,0,0,0,,,,,
3250,2025-08-12 15:33:46.032234,192.168.159.241,192.168.159.198,63154,4840,TCP,54,109,497,11193,65535,,0,0,0,0,,,,,
3251,2025-08-12 15:33:46.035376,192.168.159.241,192.168.159.198,63154,4840,TCP,171,109,497,11193,65535,,0,0,0,0,,,,,
3252,2025-08-12 15:33:46.053060,192.168.159.198,192.168.159.241,4840,63154,TCP,106,109,11193,614,8192,,0,0,0,0,,,,,
3253,2025-08-12 15:33:46.058970,192.168.159.241,192.168.159.198,63154,4840,TCP,199,109,614,11245,65483,,0,0,0,0,,,,,
3254,2025-08-12 15:33:46.179117,192.168.159.198,192.168.159.241,4840,63154,TCP,60,109,11245,759,8192,,0,0,0,0,,,,,
3255,2025-08-12 15:33:46.179182,192.168.159.241,192.168.159.198,63154,4840,TCP,117,109,759,11245,65483,,0,0,0,0,,,,,
3256,2025-08-12 15:33:46.189169,192.168.159.198,192.168.159.241,4840,63154,TCP,106,109,11245,822,8129,,0,0,0,0,,,,,
3257,2025-08-12 15:33:46.190816,192.168.159.241,192.168.159.198,63154,4840,TCP,111,109,822,11297,65431,,0,0,0,0,,,,,
3258,2025-08-12 15:33:46.192412,192.168.159.241,192.168.159.198,63154,4840,TCP,54,109,879,11297,65431,,0,0,0,0,,,,,
3259,2025-08-12 15:33:46.194940,192.168.159.241,192.168.159.198,63155,4840,TCP,66,110,0,0,65535,,0,0,0,0,,,,,
3260,2025-08-12 15:33:46.202123,192.168.159.198,192.168.159.241,4840,63154,TCP,60,109,11297,880,8135,,0,0,0,0,,,,,
3261,2025-08-12 15:33:46.205060,192.168.159.198,192.168.159.241,4840,63155,TCP,60,110,0,1,8192,,0,0,0,0,,,,,
3262,2025-08-12 15:33:46.205215,192.168.159.241,192.168.159.198,63155,4840,TCP,54,110,1,1,65535,,0,0,0,0,,,,,
3263,2025-08-12 15:33:46.206843,192.168.159.241,192.168.159.198,63155,4840,TCP,116,110,1,1,65535,,0,0,0,0,,,,,
3264,2025-08-12 15:33:46.215169,192.168.159.198,192.168.159.241,4840,63154,TCP,106,109,11297,880,8135,,0,0,0,0,,,,,
3265,2025-08-12 15:33:46.215271,192.168.159.241,192.168.159.198,63154,4840,TCP,54,109,880,11349,0,,0,0,0,0,,,,,
3266,2025-08-12 15:33:46.260114,192.168.159.198,192.168.159.241,4840,63155,TCP,82,110,1,63,8192,,0,0,0,0,,,,,
3267,2025-08-12 15:33:46.262080,192.168.159.241,192.168.159.198,63155,4840,TCP,187,110,63,29,65507,,0,0,0,0,,,,,
3268,2025-08-12 15:33:46.286379,192.168.159.198,192.168.159.241,4840,63155,TCP,190,110,29,196,8192,,0,0,0,0,,,,,
3269,2025-08-12 15:33:46.290951,192.168.159.241,192.168.159.198,63155,4840,TCP,355,110,196,165,65371,,0,0,0,0,,,,,
3270,2025-08-12 15:33:46.401325,192.168.159.198,192.168.159.241,4840,63155,TCP,1514,110,165,497,8192,,0,0,0,0,,,,,
3271,2025-08-12 15:33:46.409344,192.168.159.198,192.168.159.241,4840,63155,TCP,1514,110,1625,497,8192,,0,0,0,0,,,,,
3272,2025-08-12 15:33:46.409423,192.168.159.241,192.168.159.198,63155,4840,TCP,54,110,497,3085,65535,,0,0,0,0,,,,,
3273,2025-08-12 15:33:46.411297,192.168.159.198,192.168.159.241,4840,63155,TCP,1514,110,3085,497,8192,,0,0,0,0,,,,,
3274,2025-08-12 15:33:46.412239,192.168.159.198,192.168.159.241,4840,63155,TCP,1514,110,4545,497,8192,,0,0,0,0,,,,,
3275,2025-08-12 15:33:46.412296,192.168.159.241,192.168.159.198,63155,4840,TCP,54,110,497,6005,65535,,0,0,0,0,,,,,
3276,2025-08-12 15:33:46.414340,192.168.159.198,192.168.159.241,4840,63155,TCP,1514,110,6005,497,8192,,0,0,0,0,,,,,
3277,2025-08-12 15:33:46.414340,192.168.159.198,192.168.159.241,4840,63155,TCP,946,110,7465,497,8192,,0,0,0,0,,,,,
3278,2025-08-12 15:33:46.414420,192.168.159.241,192.168.159.198,63155,4840,TCP,54,110,497,8357,65535,,0,0,0,0,,,,,
3279,2025-08-12 15:33:46.422314,192.168.159.198,192.168.159.241,4840,63155,TCP,1514,110,8357,497,8192,,0,0,0,0,,,,,
3280,2025-08-12 15:33:46.425334,192.168.159.198,192.168.159.241,4840,63155,TCP,1430,110,9817,497,8192,,0,0,0,0,,,,,
3281,2025-08-12 15:33:46.425404,192.168.159.241,192.168.159.198,63155,4840,TCP,54,110,497,11193,65535,,0,0,0,0,,,,,
3282,2025-08-12 15:33:46.436503,192.168.159.241,192.168.159.198,63155,4840,TCP,171,110,497,11193,65535,,0,0,0,0,,,,,
3283,2025-08-12 15:33:46.453132,192.168.159.198,192.168.159.241,4840,63155,TCP,106,110,11193,614,8192,,0,0,0,0,,,,,
3284,2025-08-12 15:33:46.457414,192.168.159.241,192.168.159.198,63155,4840,TCP,170,110,614,11245,65483,,0,0,0,0,,,,,
3285,2025-08-12 15:33:46.579125,192.168.159.198,192.168.159.241,4840,63155,TCP,60,110,11245,730,8192,,0,0,0,0,,,,,
3286,2025-08-12 15:33:46.579201,192.168.159.241,192.168.159.198,63155,4840,TCP,117,110,730,11245,65483,,0,0,0,0,,,,,
3287,2025-08-12 15:33:46.584206,192.168.159.198,192.168.159.241,4840,63155,TCP,106,110,11245,730,8192,,0,0,0,0,,,,,
3288,2025-08-12 15:33:46.586694,192.168.159.241,192.168.159.198,63155,4840,TCP,111,110,793,11297,65431,,0,0,0,0,,,,,
3289,2025-08-12 15:33:46.588791,192.168.159.241,192.168.159.198,63156,4840,TCP,66,111,0,0,65535,,0,0,0,0,,,,,
3290,2025-08-12 15:33:46.589039,192.168.159.198,192.168.159.241,4840,63155,TCP,60,110,11297,851,8135,,0,0,0,0,,,,,
3291,2025-08-12 15:33:46.597223,192.168.159.198,192.168.159.241,4840,63156,TCP,60,111,0,1,8192,,0,0,0,0,,,,,
3292,2025-08-12 15:33:46.597371,192.168.159.241,192.168.159.198,63156,4840,TCP,54,111,1,1,65535,,0,0,0,0,,,,,
3293,2025-08-12 15:33:46.599294,192.168.159.241,192.168.159.198,63156,4840,TCP,116,111,1,1,65535,,0,0,0,0,,,,,
3294,2025-08-12 15:33:46.615163,192.168.159.198,192.168.159.241,4840,63155,TCP,106,110,11297,851,8135,,0,0,0,0,,,,,
3295,2025-08-12 15:33:46.615267,192.168.159.241,192.168.159.198,63155,4840,TCP,54,110,851,11349,0,,0,0,0,0,,,,,
3296,2025-08-12 15:33:46.660071,192.168.159.198,192.168.159.241,4840,63156,TCP,82,111,1,63,8192,,0,0,0,0,,,,,
3297,2025-08-12 15:33:46.663044,192.168.159.241,192.168.159.198,63156,4840,TCP,187,111,63,29,65507,,0,0,0,0,,,,,
3298,2025-08-12 15:33:46.678181,192.168.159.198,192.168.159.241,4840,63156,TCP,190,111,29,196,8192,,0,0,0,0,,,,,
3299,2025-08-12 15:33:46.682703,192.168.159.241,192.168.159.198,63156,4840,TCP,355,111,196,165,65371,,0,0,0,0,,,,,
3300,2025-08-12 15:33:46.793305,192.168.159.198,192.168.159.241,4840,63156,TCP,1514,111,165,497,8192,,0,0,0,0,,,,,
3301,2025-08-12 15:33:46.801477,192.168.159.198,192.168.159.241,4840,63156,TCP,1514,111,1625,497,8192,,0,0,0,0,,,,,
3302,2025-08-12 15:33:46.801477,192.168.159.198,192.168.159.241,4840,63156,TCP,1514,111,3085,497,8192,,0,0,0,0,,,,,
3303,2025-08-12 15:33:46.801535,192.168.159.241,192.168.159.198,63156,4840,TCP,54,111,497,4545,65535,,0,0,0,0,,,,,
3304,2025-08-12 15:33:46.803243,192.168.159.198,192.168.159.241,4840,63156,TCP,1514,111,4545,497,8192,,0,0,0,0,,,,,
3305,2025-08-12 15:33:46.803293,192.168.159.241,192.168.159.198,63156,4840,TCP,54,111,497,6005,65535,,0,0,0,0,,,,,
3306,2025-08-12 15:33:46.806236,192.168.159.198,192.168.159.241,4840,63156,TCP,1514,111,6005,497,8192,,0,0,0,0,,,,,
3307,2025-08-12 15:33:46.808417,192.168.159.198,192.168.159.241,4840,63156,TCP,946,111,7465,497,8192,,0,0,0,0,,,,,
3308,2025-08-12 15:33:46.808501,192.168.159.241,192.168.159.198,63156,4840,TCP,54,111,497,8357,65535,,0,0,0,0,,,,,
3309,2025-08-12 15:33:46.816289,192.168.159.198,192.168.159.241,4840,63156,TCP,1514,111,8357,497,8192,,0,0,0,0,,,,,
3310,2025-08-12 15:33:46.817412,192.168.159.198,192.168.159.241,4840,63156,TCP,1430,111,9817,497,8192,,0,0,0,0,,,,,
3311,2025-08-12 15:33:46.817491,192.168.159.241,192.168.159.198,63156,4840,TCP,54,111,497,11193,65535,,0,0,0,0,,,,,
3312,2025-08-12 15:33:46.824717,192.168.159.241,192.168.159.198,63156,4840,TCP,171,111,497,11193,65535,,0,0,0,0,,,,,
3313,2025-08-12 15:33:46.840147,192.168.159.198,192.168.159.241,4840,63156,TCP,106,111,11193,614,8192,,0,0,0,0,,,,,
3314,2025-08-12 15:33:46.846171,192.168.159.241,192.168.159.198,63156,4840,TCP,193,111,614,11245,65483,,0,0,0,0,,,,,
3315,2025-08-12 15:33:46.973133,192.168.159.198,192.168.159.241,4840,63156,TCP,106,111,11245,753,8192,,0,0,0,0,,,,,
3316,2025-08-12 15:33:46.973297,192.168.159.241,192.168.159.198,63156,4840,TCP,117,111,753,11297,65431,,0,0,0,0,,,,,
3317,2025-08-12 15:33:46.977462,192.168.159.241,192.168.159.198,63156,4840,TCP,111,111,816,11297,65431,,0,0,0,0,,,,,
3318,2025-08-12 15:33:46.981135,192.168.159.198,192.168.159.241,4840,63156,TCP,60,111,11297,874,8135,,0,0,0,0,,,,,
3319,2025-08-12 15:33:46.982233,192.168.159.241,192.168.159.198,63157,4840,TCP,66,112,0,0,65535,,0,0,0,0,,,,,
3320,2025-08-12 15:33:46.989020,192.168.159.198,192.168.159.241,4840,63157,TCP,60,112,0,1,8192,,0,0,0,0,,,,,
3321,2025-08-12 15:33:46.989165,192.168.159.241,192.168.159.198,63157,4840,TCP,54,112,1,1,65535,,0,0,0,0,,,,,
3322,2025-08-12 15:33:46.990898,192.168.159.241,192.168.159.198,63157,4840,TCP,116,112,1,1,65535,,0,0,0,0,,,,,
3323,2025-08-12 15:33:47.000048,192.168.159.198,192.168.159.241,4840,63156,TCP,106,111,11297,874,8135,,0,0,0,0,,,,,
3324,2025-08-12 15:33:47.000152,192.168.159.241,192.168.159.198,63156,4840,TCP,54,111,874,11349,0,,0,0,0,0,,,,,
3325,2025-08-12 15:33:47.047157,192.168.159.198,192.168.159.241,4840,63157,TCP,82,112,1,63,8192,,0,0,0,0,,,,,
3326,2025-08-12 15:33:47.050322,192.168.159.241,192.168.159.198,63157,4840,TCP,187,112,63,29,65507,,0,0,0,0,,,,,
3327,2025-08-12 15:33:47.073198,192.168.159.198,192.168.159.241,4840,63157,TCP,190,112,29,196,8192,,0,0,0,0,,,,,
3328,2025-08-12 15:33:47.077940,192.168.159.241,192.168.159.198,63157,4840,TCP,355,112,196,165,65371,,0,0,0,0,,,,,
3329,2025-08-12 15:33:47.193509,192.168.159.198,192.168.159.241,4840,63157,TCP,1514,112,165,497,8192,,0,0,0,0,,,,,
3330,2025-08-12 15:33:47.196201,192.168.159.198,192.168.159.241,4840,63157,TCP,1514,112,1625,497,8192,,0,0,0,0,,,,,
3331,2025-08-12 15:33:47.196262,192.168.159.241,192.168.159.198,63157,4840,TCP,54,112,497,3085,65535,,0,0,0,0,,,,,
3332,2025-08-12 15:33:47.198269,192.168.159.198,192.168.159.241,4840,63157,TCP,1514,112,3085,497,8192,,0,0,0,0,,,,,
3333,2025-08-12 15:33:47.201239,192.168.159.198,192.168.159.241,4840,63157,TCP,1514,112,4545,497,8192,,0,0,0,0,,,,,
3334,2025-08-12 15:33:47.201287,192.168.159.241,192.168.159.198,63157,4840,TCP,54,112,497,6005,65535,,0,0,0,0,,,,,
3335,2025-08-12 15:33:47.203211,192.168.159.198,192.168.159.241,4840,63157,TCP,1514,112,6005,497,8192,,0,0,0,0,,,,,
3336,2025-08-12 15:33:47.204167,192.168.159.198,192.168.159.241,4840,63157,TCP,946,112,7465,497,8192,,0,0,0,0,,,,,
3337,2025-08-12 15:33:47.204228,192.168.159.241,192.168.159.198,63157,4840,TCP,54,112,497,8357,65535,,0,0,0,0,,,,,
3338,2025-08-12 15:33:47.209250,192.168.159.198,192.168.159.241,4840,63157,TCP,1514,112,8357,497,8192,,0,0,0,0,,,,,
3339,2025-08-12 15:33:47.211160,192.168.159.198,192.168.159.241,4840,63157,TCP,1430,112,9817,497,8192,,0,0,0,0,,,,,
3340,2025-08-12 15:33:47.211249,192.168.159.241,192.168.159.198,63157,4840,TCP,54,112,497,11193,65535,,0,0,0,0,,,,,
3341,2025-08-12 15:33:47.218679,192.168.159.241,192.168.159.198,63157,4840,TCP,171,112,497,11193,65535,,0,0,0,0,,,,,
3342,2025-08-12 15:33:47.232155,192.168.159.198,192.168.159.241,4840,63157,TCP,106,112,11193,614,8192,,0,0,0,0,,,,,
3343,2025-08-12 15:33:47.238069,192.168.159.241,192.168.159.198,63157,4840,TCP,218,112,614,11245,65483,,0,0,0,0,,,,,
3344,2025-08-12 15:33:47.366246,192.168.159.198,192.168.159.241,4840,63157,TCP,106,112,11245,778,8192,,0,0,0,0,,,,,
3345,2025-08-12 15:33:47.366375,192.168.159.241,192.168.159.198,63157,4840,TCP,117,112,778,11297,65431,,0,0,0,0,,,,,
3346,2025-08-12 15:33:47.369265,192.168.159.241,192.168.159.198,63157,4840,TCP,111,112,841,11297,65431,,0,0,0,0,,,,,
3347,2025-08-12 15:33:47.371635,192.168.159.241,192.168.159.198,63158,4840,TCP,66,113,0,0,65535,,0,0,0,0,,,,,
3348,2025-08-12 15:33:47.381229,192.168.159.198,192.168.159.241,4840,63157,TCP,60,112,11297,899,8135,,0,0,0,0,,,,,
3349,2025-08-12 15:33:47.384258,192.168.159.198,192.168.159.241,4840,63158,TCP,60,113,0,1,8192,,0,0,0,0,,,,,
3350,2025-08-12 15:33:47.384461,192.168.159.241,192.168.159.198,63158,4840,TCP,54,113,1,1,65535,,0,0,0,0,,,,,
3351,2025-08-12 15:33:47.386452,192.168.159.198,192.168.159.241,4840,63157,TCP,106,112,11297,899,8135,,0,0,0,0,,,,,
3352,2025-08-12 15:33:47.386564,192.168.159.241,192.168.159.198,63157,4840,TCP,54,112,899,11349,0,,0,0,0,0,,,,,
3353,2025-08-12 15:33:47.387517,192.168.159.241,192.168.159.198,63158,4840,TCP,116,113,1,1,65535,,0,0,0,0,,,,,
3354,2025-08-12 15:33:47.428073,192.168.159.198,192.168.159.241,4840,63158,TCP,82,113,1,63,8192,,0,0,0,0,,,,,
3355,2025-08-12 15:33:47.431418,192.168.159.241,192.168.159.198,63158,4840,TCP,187,113,63,29,65507,,0,0,0,0,,,,,
3356,2025-08-12 15:33:47.455111,192.168.159.198,192.168.159.241,4840,63158,TCP,190,113,29,196,8192,,0,0,0,0,,,,,
3357,2025-08-12 15:33:47.462135,192.168.159.241,192.168.159.198,63158,4840,TCP,355,113,196,165,65371,,0,0,0,0,,,,,
3358,2025-08-12 15:33:47.577135,192.168.159.198,192.168.159.241,4840,63158,TCP,1514,113,165,497,8192,,0,0,0,0,,,,,
3359,2025-08-12 15:33:47.580091,192.168.159.198,192.168.159.241,4840,63158,TCP,1514,113,1625,497,8192,,0,0,0,0,,,,,
3360,2025-08-12 15:33:47.580144,192.168.159.241,192.168.159.198,63158,4840,TCP,54,113,497,3085,65535,,0,0,0,0,,,,,
3361,2025-08-12 15:33:47.582096,192.168.159.198,192.168.159.241,4840,63158,TCP,1514,113,3085,497,8192,,0,0,0,0,,,,,
3362,2025-08-12 15:33:47.582096,192.168.159.198,192.168.159.241,4840,63158,TCP,1514,113,4545,497,8192,,0,0,0,0,,,,,
3363,2025-08-12 15:33:47.582141,192.168.159.241,192.168.159.198,63158,4840,TCP,54,113,497,6005,65535,,0,0,0,0,,,,,
3364,2025-08-12 15:33:47.585113,192.168.159.198,192.168.159.241,4840,63158,TCP,1514,113,6005,497,8192,,0,0,0,0,,,,,
3365,2025-08-12 15:33:47.585113,192.168.159.198,192.168.159.241,4840,63158,TCP,946,113,7465,497,8192,,0,0,0,0,,,,,
3366,2025-08-12 15:33:47.585186,192.168.159.241,192.168.159.198,63158,4840,TCP,54,113,497,8357,65535,,0,0,0,0,,,,,
3367,2025-08-12 15:33:47.593113,192.168.159.198,192.168.159.241,4840,63158,TCP,1514,113,8357,497,8192,,0,0,0,0,,,,,
3368,2025-08-12 15:33:47.595094,192.168.159.198,192.168.159.241,4840,63158,TCP,1430,113,9817,497,8192,,0,0,0,0,,,,,
3369,2025-08-12 15:33:47.595161,192.168.159.241,192.168.159.198,63158,4840,TCP,54,113,497,11193,65535,,0,0,0,0,,,,,
3370,2025-08-12 15:33:47.599156,192.168.159.241,192.168.159.198,63158,4840,TCP,171,113,497,11193,65535,,0,0,0,0,,,,,
3371,2025-08-12 15:33:47.615947,192.168.159.198,192.168.159.241,4840,63158,TCP,106,113,11193,614,8192,,0,0,0,0,,,,,
3372,2025-08-12 15:33:47.620871,192.168.159.241,192.168.159.198,63158,4840,TCP,205,113,614,11245,65483,,0,0,0,0,,,,,
3373,2025-08-12 15:33:47.743920,192.168.159.198,192.168.159.241,4840,63158,TCP,106,113,11245,765,8192,,0,0,0,0,,,,,
3374,2025-08-12 15:33:47.743982,192.168.159.241,192.168.159.198,63158,4840,TCP,117,113,765,11297,65431,,0,0,0,0,,,,,
3375,2025-08-12 15:33:47.745538,192.168.159.241,192.168.159.198,63158,4840,TCP,111,113,828,11297,65431,,0,0,0,0,,,,,
3376,2025-08-12 15:33:47.746747,192.168.159.241,192.168.159.198,63159,4840,TCP,66,114,0,0,65535,,0,0,0,0,,,,,
3377,2025-08-12 15:33:47.754924,192.168.159.198,192.168.159.241,4840,63158,TCP,60,113,11297,886,8135,,0,0,0,0,,,,,
3378,2025-08-12 15:33:47.756912,192.168.159.198,192.168.159.241,4840,63159,TCP,60,114,0,1,8192,,0,0,0,0,,,,,
3379,2025-08-12 15:33:47.756983,192.168.159.241,192.168.159.198,63159,4840,TCP,54,114,1,1,65535,,0,0,0,0,,,,,
3380,2025-08-12 15:33:47.757925,192.168.159.241,192.168.159.198,63159,4840,TCP,116,114,1,1,65535,,0,0,0,0,,,,,
3381,2025-08-12 15:33:47.772969,192.168.159.198,192.168.159.241,4840,63158,TCP,106,113,11297,886,8135,,0,0,0,0,,,,,
3382,2025-08-12 15:33:47.773061,192.168.159.241,192.168.159.198,63158,4840,TCP,54,113,886,11349,0,,0,0,0,0,,,,,
3383,2025-08-12 15:33:47.817949,192.168.159.198,192.168.159.241,4840,63159,TCP,82,114,1,63,8192,,0,0,0,0,,,,,
3384,2025-08-12 15:33:47.820039,192.168.159.241,192.168.159.198,63159,4840,TCP,187,114,63,29,65507,,0,0,0,0,,,,,
3385,2025-08-12 15:33:47.838971,192.168.159.198,192.168.159.241,4840,63159,TCP,190,114,29,196,8192,,0,0,0,0,,,,,
3386,2025-08-12 15:33:47.843446,192.168.159.241,192.168.159.198,63159,4840,TCP,355,114,196,165,65371,,0,0,0,0,,,,,
3387,2025-08-12 15:33:47.962113,192.168.159.198,192.168.159.241,4840,63159,TCP,1514,114,165,497,8192,,0,0,0,0,,,,,
3388,2025-08-12 15:33:47.964087,192.168.159.198,192.168.159.241,4840,63159,TCP,1514,114,1625,497,8192,,0,0,0,0,,,,,
