frame_no,rel_time,src,dst,srcport,dstport,proto,length,tcp_stream,seq,ack,win,flags,is_retx,is_ooo,is_ka,is_zerowin,opcua_type,opcua_service,opcua_reqid,opcua_seq,opcua_chunk
1777,2025-08-12 15:27:08.363038,192.168.159.241,192.168.159.198,63048,4840,TCP,355,60,196,165,65371,,0,0,0,0,,,,,
1778,2025-08-12 15:27:08.473907,192.168.159.198,192.168.159.241,4840,63048,TCP,1514,60,165,497,8192,,0,0,0,0,,,,,
1779,2025-08-12 15:27:08.475827,192.168.159.198,192.168.159.241,4840,63048,TCP,1514,60,1625,497,8192,,0,0,0,0,,,,,
1780,2025-08-12 15:27:08.475893,192.168.159.241,192.168.159.198,63048,4840,TCP,54,60,497,3085,65535,,0,0,0,0,,,,,
1781,2025-08-12 15:27:08.483887,192.168.159.198,192.168.159.241,4840,63048,TCP,1514,60,3085,497,8192,,0,0,0,0,,,,,
1782,2025-08-12 15:27:08.483887,192.168.159.198,192.168.159.241,4840,63048,TCP,1514,60,4545,497,8192,,0,0,0,0,,,,,
1783,2025-08-12 15:27:08.483969,192.168.159.241,192.168.159.198,63048,4840,TCP,54,60,497,6005,65535,,0,0,0,0,,,,,
1784,2025-08-12 15:27:08.486849,192.168.159.198,192.168.159.241,4840,63048,TCP,1514,60,6005,497,8192,,0,0,0,0,,,,,
1785,2025-08-12 15:27:08.486849,192.168.159.198,192.168.159.241,4840,63048,TCP,946,60,7465,497,8192,,0,0,0,0,,,,,
1786,2025-08-12 15:27:08.486952,192.168.159.241,192.168.159.198,63048,4840,TCP,54,60,497,8357,65535,,0,0,0,0,,,,,
1787,2025-08-12 15:27:08.496851,192.168.159.198,192.168.159.241,4840,63048,TCP,1514,60,8357,497,8192,,0,0,0,0,,,,,
1788,2025-08-12 15:27:08.497847,192.168.159.198,192.168.159.241,4840,63048,TCP,1430,60,9817,497,8192,,0,0,0,0,,,,,
1789,2025-08-12 15:27:08.497889,192.168.159.241,192.168.159.198,63048,4840,TCP,54,60,497,11193,65535,,0,0,0,0,,,,,
1790,2025-08-12 15:27:08.504158,192.168.159.241,192.168.159.198,63048,4840,TCP,171,60,497,11193,65535,,0,0,0,0,,,,,
1791,2025-08-12 15:27:08.517724,192.168.159.198,192.168.159.241,4840,63048,TCP,106,60,11193,614,8192,,0,0,0,0,,,,,
1792,2025-08-12 15:27:08.522654,192.168.159.241,192.168.159.198,63048,4840,TCP,7354,60,614,11245,65483,,0,0,0,0,,,,,
1793,2025-08-12 15:27:08.525640,192.168.159.198,192.168.159.241,4840,63048,TCP,60,60,11245,3534,6732,,0,0,0,0,,,,,
1794,2025-08-12 15:27:08.525704,192.168.159.241,192.168.159.198,63048,4840,TCP,1514,60,7914,11245,65483,,0,0,0,0,,,,,
1795,2025-08-12 15:27:08.533794,192.168.159.198,192.168.159.241,4840,63048,TCP,60,60,11245,6454,3812,,0,0,0,0,,,,,
1796,2025-08-12 15:27:08.536708,192.168.159.198,192.168.159.241,4840,63048,TCP,60,60,11245,9374,892,,0,0,0,0,,,,,
1797,2025-08-12 15:27:08.541806,192.168.159.198,192.168.159.241,4840,63048,TCP,60,60,11245,9374,0,,0,0,0,0,,,,,
1798,2025-08-12 15:27:08.549365,192.168.159.241,192.168.159.198,63049,4840,TCP,66,61,0,0,65535,,0,0,0,0,,,,,
1799,2025-08-12 15:27:08.551638,192.168.159.198,192.168.159.241,4840,63049,TCP,60,61,0,1,8192,,0,0,0,0,,,,,
1800,2025-08-12 15:27:08.551714,192.168.159.241,192.168.159.198,63049,4840,TCP,54,61,1,1,65535,,0,0,0,0,,,,,
1801,2025-08-12 15:27:08.553232,192.168.159.241,192.168.159.198,63049,4840,TCP,116,61,1,1,65535,,0,0,0,0,,,,,
1802,2025-08-12 15:27:08.588671,192.168.159.198,192.168.159.241,4840,63049,TCP,82,61,1,63,8192,,0,0,0,0,,,,,
1803,2025-08-12 15:27:08.593343,192.168.159.241,192.168.159.198,63049,4840,TCP,187,61,63,29,65507,,0,0,0,0,,,,,
1804,2025-08-12 15:27:08.606852,192.168.159.198,192.168.159.241,4840,63049,TCP,190,61,29,196,8192,,0,0,0,0,,,,,
1805,2025-08-12 15:27:08.611629,192.168.159.241,192.168.159.198,63049,4840,TCP,355,61,196,165,65371,,0,0,0,0,,,,,
1806,2025-08-12 15:27:08.725227,192.168.159.198,192.168.159.241,4840,63049,TCP,1514,61,165,497,8192,,0,0,0,0,,,,,
1807,2025-08-12 15:27:08.732087,192.168.159.198,192.168.159.241,4840,63049,TCP,1514,61,1625,497,8192,,0,0,0,0,,,,,
1808,2025-08-12 15:27:08.732087,192.168.159.198,192.168.159.241,4840,63049,TCP,1514,61,3085,497,8192,,0,0,0,0,,,,,
1809,2025-08-12 15:27:08.732157,192.168.159.241,192.168.159.198,63049,4840,TCP,54,61,497,4545,65535,,0,0,0,0,,,,,
1810,2025-08-12 15:27:08.735143,192.168.159.198,192.168.159.241,4840,63049,TCP,1514,61,4545,497,8192,,0,0,0,0,,,,,
1811,2025-08-12 15:27:08.735143,192.168.159.198,192.168.159.241,4840,63049,TCP,1514,61,6005,497,8192,,0,0,0,0,,,,,
1812,2025-08-12 15:27:08.735207,192.168.159.241,192.168.159.198,63049,4840,TCP,54,61,497,7465,65535,,0,0,0,0,,,,,
1813,2025-08-12 15:27:08.738019,192.168.159.198,192.168.159.241,4840,63049,TCP,946,61,7465,497,8192,,0,0,0,0,,,,,
